Species,SiteID,Distance,size,Date,Time
Cervus unicolor,23308,5 - 7.5,1,2022-04-28,18:02:26
Cervus unicolor,23308,5 - 7.5,1,2022-04-28,18:02:28
Cervus unicolor,23308,5 - 7.5,1,2022-04-28,18:02:36
Cervus unicolor,23308,5 - 7.5,1,2022-04-28,18:02:40
Cervus unicolor,23308,2.5 - 5,1,2022-04-28,18:02:52
Cervus unicolor,23308,2.5 - 5,1,2022-04-28,18:02:54
Cervus unicolor,23308,2.5 - 5,1,2022-04-28,18:02:56
Cervus unicolor,23308,2.5 - 5,1,2022-04-28,18:02:58
Cervus unicolor,23308,2.5 - 5,1,2022-04-28,18:03:16
Cervus unicolor,23308,2.5 - 5,1,2022-04-28,18:03:18
Cervus unicolor,23308,0 - 2.5,1,2022-04-28,18:03:20
Cervus unicolor,23308,0 - 2.5,1,2022-04-28,18:03:22
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:26:06
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:26:08
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:26:16
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:26:18
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:26:20
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:27:30
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:27:32
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:27:36
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:27:38
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:27:40
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:27:42
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:27:44
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:27:46
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:27:48
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:27:50
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:27:52
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:27:56
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:27:58
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:28:02
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:28:08
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:28:10
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:28:26
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:28:28
Cervus unicolor,23308,5 - 7.5,1,2022-04-01,20:28:30
Cervus unicolor,24138,0 - 2.5,1,2022-09-27,18:50:04
Cervus unicolor,24138,0 - 2.5,1,2022-09-27,18:50:06
Cervus unicolor,24138,0 - 2.5,1,2022-09-27,18:50:08
Cervus unicolor,24138,0 - 2.5,1,2022-09-27,18:50:10
Cervus unicolor,24138,0 - 2.5,1,2022-09-27,18:50:12
Cervus unicolor,24138,0 - 2.5,1,2022-09-27,18:50:14
Cervus unicolor,24138,0 - 2.5,1,2022-09-27,18:50:16
Cervus unicolor,24138,0 - 2.5,1,2022-09-27,18:50:18
Cervus unicolor,24138,0 - 2.5,1,2022-09-27,18:50:20
Cervus unicolor,24138,0 - 2.5,1,2022-09-27,18:50:22
Cervus unicolor,24247,2.5 - 5,1,2021-10-31,02:59:12
Cervus unicolor,24247,5 - 7.5,1,2021-10-31,02:59:40
Cervus unicolor,24247,5 - 7.5,1,2021-10-31,02:59:42
Cervus unicolor,24247,5 - 7.5,1,2021-10-31,02:59:44
Cervus unicolor,24247,5 - 7.5,1,2021-10-31,02:59:52
Cervus unicolor,24247,5 - 7.5,1,2021-10-31,02:59:54
Cervus unicolor,36749,10+,1,2022-09-09,00:41:32
Cervus unicolor,36749,10+,1,2022-09-09,00:41:34
Cervus unicolor,36749,10+,1,2022-09-09,00:41:36
Cervus unicolor,36749,10+,1,2022-09-09,00:41:38
Cervus unicolor,36749,5 - 7.5,1,2022-09-14,00:48:04
Cervus unicolor,36749,5 - 7.5,1,2022-09-14,00:48:06
Cervus unicolor,36749,5 - 7.5,1,2022-09-14,00:48:08
Cervus unicolor,36749,5 - 7.5,1,2022-09-14,00:48:10
Cervus unicolor,36749,5 - 7.5,1,2022-09-14,00:48:12
Cervus unicolor,36749,5 - 7.5,1,2022-09-14,00:48:14
Cervus unicolor,36749,5 - 7.5,1,2022-09-14,00:48:16
Cervus unicolor,36749,5 - 7.5,1,2022-09-14,00:48:18
Cervus unicolor,36749,5 - 7.5,1,2022-09-14,00:48:24
Cervus unicolor,36749,5 - 7.5,1,2022-09-14,00:48:26
Cervus unicolor,36749,5 - 7.5,1,2022-09-14,00:48:28
Cervus unicolor,36749,5 - 7.5,1,2022-09-14,00:48:30
Cervus unicolor,36749,5 - 7.5,1,2022-09-14,00:48:32
Cervus unicolor,36749,5 - 7.5,1,2022-09-14,00:48:34
Cervus unicolor,36749,10+,1,2022-11-12,03:36:44
Cervus unicolor,36749,10+,1,2022-11-12,03:36:46
Cervus unicolor,36749,10+,1,2022-11-12,03:36:48
Cervus unicolor,36749,10+,1,2022-11-12,03:38:12
Cervus unicolor,36749,10+,1,2022-11-12,03:38:14
Cervus unicolor,36749,10+,1,2022-11-12,03:38:16
Cervus unicolor,36749,5 - 7.5,1,2022-10-20,04:47:38
Cervus unicolor,36749,5 - 7.5,1,2022-10-20,04:47:40
Cervus unicolor,36749,5 - 7.5,1,2022-10-20,04:47:42
Cervus unicolor,36749,10+,1,2022-10-07,04:54:06
Cervus unicolor,36749,10+,1,2022-10-07,04:54:08
Cervus unicolor,36749,10+,1,2022-10-07,04:54:10
Cervus unicolor,36749,10+,1,2022-10-07,04:54:16
Cervus unicolor,36749,10+,1,2022-10-02,05:16:40
Cervus unicolor,36749,10+,1,2022-10-02,05:16:42
Cervus unicolor,36749,10+,1,2022-10-02,05:16:44
Cervus unicolor,36749,5 - 7.5,1,2022-10-21,05:20:12
Cervus unicolor,36749,5 - 7.5,1,2022-10-21,05:20:14
Cervus unicolor,36749,5 - 7.5,1,2022-10-21,05:20:16
Cervus unicolor,36749,5 - 7.5,1,2022-10-21,05:20:20
Cervus unicolor,36749,10+,1,2022-10-07,05:21:18
Cervus unicolor,36749,10+,1,2022-10-07,05:21:20
Cervus unicolor,36749,10+,1,2022-10-07,05:21:22
Cervus unicolor,36749,10+,1,2022-10-07,05:21:24
Cervus unicolor,36749,10+,1,2022-09-28,05:40:46
Cervus unicolor,36749,10+,1,2022-09-28,05:40:48
Cervus unicolor,36749,10+,1,2022-09-28,05:40:50
Cervus unicolor,36749,10+,2,2022-10-08,05:41:14
Cervus unicolor,36749,10+,2,2022-10-08,05:41:16
Cervus unicolor,36749,10+,2,2022-10-08,05:41:52
Cervus unicolor,36749,10+,2,2022-10-08,05:41:54
Cervus unicolor,36749,10+,2,2022-10-08,05:42:12
Cervus unicolor,36749,10+,2,2022-10-08,05:42:14
Cervus unicolor,36749,10+,2,2022-10-08,05:42:48
Cervus unicolor,36749,10+,2,2022-10-08,05:42:52
Cervus unicolor,36749,10+,2,2022-10-08,05:42:54
Cervus unicolor,36749,10+,1,2022-09-29,05:45:10
Cervus unicolor,36749,10+,1,2022-09-29,05:45:12
Cervus unicolor,36749,10+,1,2022-09-29,05:45:26
Cervus unicolor,36749,10+,1,2022-09-29,05:45:30
Cervus unicolor,36749,10+,2,2022-09-20,05:48:30
Cervus unicolor,36749,5 - 7.5,2,2022-09-30,05:51:12
Cervus unicolor,36749,5 - 7.5,2,2022-09-30,05:51:14
Cervus unicolor,36749,10+,2,2022-09-20,05:51:28
Cervus unicolor,36749,10+,2,2022-09-20,05:51:30
Cervus unicolor,36749,10+,2,2022-09-20,05:51:36
Cervus unicolor,36749,10+,2,2022-09-20,05:51:38
Cervus unicolor,36749,5 - 7.5,2,2022-09-30,05:51:40
Cervus unicolor,36749,5 - 7.5,2,2022-09-30,05:51:42
Cervus unicolor,36749,5 - 7.5,2,2022-09-30,05:51:44
Cervus unicolor,36749,5 - 7.5,2,2022-09-30,05:51:46
Cervus unicolor,36749,10+,2,2022-09-20,05:51:52
Cervus unicolor,36749,10+,2,2022-09-20,05:51:54
Cervus unicolor,36749,5 - 7.5,2,2022-09-30,05:52:38
Cervus unicolor,36749,5 - 7.5,2,2022-09-30,05:52:50
Cervus unicolor,36749,5 - 7.5,2,2022-09-30,05:52:52
Cervus unicolor,36749,5 - 7.5,2,2022-09-30,05:52:54
Cervus unicolor,36749,5 - 7.5,2,2022-09-30,05:52:56
Cervus unicolor,36749,5 - 7.5,2,2022-09-30,05:52:58
Cervus unicolor,36749,10+,2,2022-09-12,05:57:26
Cervus unicolor,36749,10+,2,2022-09-12,05:58:04
Cervus unicolor,36749,10+,2,2022-09-12,05:58:06
Cervus unicolor,36749,10+,1,2022-09-12,06:02:32
Cervus unicolor,36749,10+,1,2022-09-12,06:02:34
Cervus unicolor,36749,10+,1,2022-09-12,06:02:36
Cervus unicolor,36749,10+,1,2022-09-12,06:02:40
Cervus unicolor,36749,10+,1,2022-09-28,14:16:46
Cervus unicolor,36749,10+,1,2022-09-28,14:16:48
Cervus unicolor,36749,5 - 7.5,1,2022-10-17,15:28:50
Cervus unicolor,36749,5 - 7.5,1,2022-10-17,15:28:52
Cervus unicolor,36749,10+,2,2022-09-08,18:45:46
Cervus unicolor,36749,10+,2,2022-09-08,18:45:48
Cervus unicolor,36749,10+,2,2022-09-08,18:45:50
Cervus unicolor,36749,10+,2,2022-09-08,18:45:56
Cervus unicolor,36749,10+,2,2022-09-08,18:46:54
Cervus unicolor,36749,10+,2,2022-09-08,18:46:56
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:51:18
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:51:20
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:51:22
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:51:26
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:51:28
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:51:30
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:51:32
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:51:34
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:52:00
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:52:06
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:52:08
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:52:10
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:52:38
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:52:40
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:52:42
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:52:44
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:53:34
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:53:36
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:53:38
Cervus unicolor,36749,5 - 7.5,3,2022-09-11,18:53:40
Cervus unicolor,36749,5 - 7.5,5,2022-09-15,18:54:28
Cervus unicolor,36749,5 - 7.5,5,2022-09-15,18:54:30
Cervus unicolor,36749,5 - 7.5,5,2022-09-15,18:54:32
Cervus unicolor,36749,5 - 7.5,5,2022-09-15,18:54:34
Cervus unicolor,36749,5 - 7.5,5,2022-09-15,18:54:36
Cervus unicolor,36749,5 - 7.5,5,2022-09-15,18:54:38
Cervus unicolor,36749,5 - 7.5,5,2022-09-15,18:54:40
Cervus unicolor,36749,5 - 7.5,5,2022-09-15,18:54:42
Cervus unicolor,36749,5 - 7.5,5,2022-09-15,19:13:54
Cervus unicolor,36749,5 - 7.5,5,2022-09-15,19:13:56
Cervus unicolor,36749,5 - 7.5,5,2022-09-15,19:14:00
Cervus unicolor,36749,5 - 7.5,5,2022-09-15,19:14:04
Cervus unicolor,36749,5 - 7.5,5,2022-09-15,19:14:06
Cervus unicolor,36749,5 - 7.5,5,2022-09-15,19:14:10
Cervus unicolor,36749,5 - 7.5,5,2022-09-15,19:14:12
Cervus unicolor,36749,5 - 7.5,1,2022-11-11,19:44:48
Cervus unicolor,36749,5 - 7.5,1,2022-11-11,19:45:06
Cervus unicolor,36749,5 - 7.5,1,2022-11-11,19:45:08
Cervus unicolor,36749,5 - 7.5,1,2022-11-04,20:02:50
Cervus unicolor,36749,5 - 7.5,1,2022-11-04,20:02:52
Cervus unicolor,36749,5 - 7.5,1,2022-11-04,20:02:54
Cervus unicolor,36749,5 - 7.5,1,2022-11-04,20:02:56
Cervus unicolor,36749,5 - 7.5,1,2022-11-04,20:02:58
Cervus unicolor,36749,7.5 - 10,1,2022-10-19,20:33:38
Cervus unicolor,36749,7.5 - 10,1,2022-10-19,20:33:40
Cervus unicolor,36749,7.5 - 10,1,2022-10-19,20:33:44
Cervus unicolor,36749,7.5 - 10,1,2022-10-19,20:33:46
Cervus unicolor,36749,7.5 - 10,1,2022-10-19,20:33:48
Cervus unicolor,36749,7.5 - 10,1,2022-10-19,20:33:52
Cervus unicolor,36749,10+,1,2022-11-01,21:30:30
Cervus unicolor,36749,10+,1,2022-11-01,21:30:32
Cervus unicolor,36749,10+,1,2022-11-01,21:30:34
Cervus unicolor,36749,10+,1,2022-11-01,21:30:36
Cervus unicolor,36749,10+,1,2022-11-01,21:30:38
Cervus unicolor,36749,10+,1,2022-11-01,21:30:56
Cervus unicolor,36749,10+,1,2022-11-01,21:30:58
Cervus unicolor,36749,10+,1,2022-11-01,21:31:00
Cervus unicolor,36749,10+,2,2022-09-07,22:14:48
Cervus unicolor,36749,10+,2,2022-09-07,22:14:50
Cervus unicolor,36846,0 - 2.5,2,2023-02-07,07:08:54
Cervus unicolor,36846,0 - 2.5,2,2023-02-07,07:08:56
Cervus unicolor,36846,0 - 2.5,2,2023-02-07,07:08:58
Cervus unicolor,36846,0 - 2.5,2,2023-02-07,07:09:00
Cervus unicolor,36846,0 - 2.5,2,2023-02-07,07:09:02
Cervus unicolor,36846,0 - 2.5,2,2023-02-07,07:09:06
Cervus unicolor,36846,0 - 2.5,2,2023-02-07,07:09:08
Cervus unicolor,36846,0 - 2.5,2,2023-02-07,07:09:10
Cervus unicolor,36846,0 - 2.5,2,2023-02-07,07:09:12
Cervus unicolor,36846,0 - 2.5,2,2023-02-07,07:09:14
Cervus unicolor,36846,0 - 2.5,2,2023-02-07,07:09:16
Cervus unicolor,36846,0 - 2.5,2,2023-02-07,07:09:18
Cervus unicolor,36846,0 - 2.5,2,2023-02-07,07:09:20
Cervus unicolor,36846,0 - 2.5,2,2023-02-07,07:09:22
Cervus unicolor,36846,0 - 2.5,2,2023-02-07,07:09:24
Cervus unicolor,36846,0 - 2.5,2,2023-02-07,07:09:28
Cervus unicolor,36846,0 - 2.5,2,2023-02-07,07:09:30
Cervus unicolor,36846,0 - 2.5,1,2023-02-02,08:55:04
Cervus unicolor,36846,0 - 2.5,1,2023-02-02,08:55:06
Cervus unicolor,36846,0 - 2.5,1,2022-12-21,09:01:36
Cervus unicolor,36846,0 - 2.5,1,2022-12-21,09:01:38
Cervus unicolor,36846,0 - 2.5,1,2022-12-21,09:01:40
Cervus unicolor,36846,0 - 2.5,1,2022-12-21,09:01:42
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:27:40
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:27:42
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:27:44
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:27:46
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:27:48
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:27:50
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:27:52
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:27:54
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:27:56
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:27:58
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:28:00
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:28:02
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:28:08
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:28:10
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:28:12
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:28:14
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:28:16
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:28:18
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:28:20
Cervus unicolor,36846,0 - 2.5,3,2023-01-29,20:28:22
Cervus unicolor,37075,2.5 - 5,1,2023-02-06,17:22:42
Cervus unicolor,37075,2.5 - 5,1,2023-02-06,17:22:44
Cervus unicolor,37075,2.5 - 5,1,2023-02-06,17:22:48
Cervus unicolor,37075,2.5 - 5,1,2023-02-06,17:22:52
Cervus unicolor,37075,2.5 - 5,1,2023-02-06,17:22:54
Cervus unicolor,37075,2.5 - 5,1,2023-02-06,17:22:56
Cervus unicolor,37852,0 - 2.5,1,2021-11-19,16:47:56
Cervus unicolor,37852,0 - 2.5,1,2021-11-19,16:47:58
Cervus unicolor,37852,2.5 - 5,1,2021-11-19,16:48:00
Cervus unicolor,37852,7.5 - 10,1,2021-12-20,17:38:56
Cervus unicolor,37852,7.5 - 10,1,2021-12-20,17:38:58
Cervus unicolor,37852,10+,1,2021-12-20,17:39:06
Cervus unicolor,37852,5 - 7.5,1,2021-10-31,18:56:34
Cervus unicolor,37852,5 - 7.5,1,2021-10-31,18:57:12
Cervus unicolor,37852,5 - 7.5,1,2021-10-31,18:57:14
Cervus unicolor,37852,5 - 7.5,1,2021-10-31,18:57:42
Cervus unicolor,37852,0 - 2.5,1,2021-11-07,19:25:14
Cervus unicolor,37852,0 - 2.5,1,2021-11-07,19:25:16
Cervus unicolor,37852,0 - 2.5,1,2021-11-07,19:25:18
Cervus unicolor,37852,0 - 2.5,1,2021-11-07,19:25:20
Cervus unicolor,37852,0 - 2.5,1,2021-11-07,19:25:22
Cervus unicolor,37852,0 - 2.5,1,2021-11-07,19:25:26
Cervus unicolor,37852,2.5 - 5,1,2021-11-07,19:25:28
Cervus unicolor,37852,2.5 - 5,1,2021-11-07,19:25:32
Cervus unicolor,38303,2.5 - 5,1,2023-02-28,03:15:04
Cervus unicolor,38303,2.5 - 5,1,2023-02-28,03:15:06
Cervus unicolor,38303,2.5 - 5,1,2023-02-28,03:15:08
Cervus unicolor,38303,2.5 - 5,1,2023-02-28,03:15:10
Cervus unicolor,38303,2.5 - 5,1,2023-02-28,03:15:12
Cervus unicolor,38303,5 - 7.5,1,2023-02-28,03:15:14
Cervus unicolor,38303,5 - 7.5,1,2023-02-28,03:15:16
Cervus unicolor,38303,5 - 7.5,1,2023-02-28,03:15:18
Cervus unicolor,38303,5 - 7.5,1,2023-02-28,03:15:20
Cervus unicolor,38303,10+,1,2023-03-18,05:28:50
Cervus unicolor,38303,10+,1,2023-03-18,05:28:52
Cervus unicolor,38303,10+,1,2023-03-18,05:28:54
Cervus unicolor,38303,10+,1,2023-03-18,05:28:56
Cervus unicolor,38303,10+,1,2023-03-18,05:28:58
Cervus unicolor,38303,10+,1,2023-03-18,05:29:00
Cervus unicolor,38303,10+,1,2023-03-18,05:29:02
Cervus unicolor,38303,0 - 2.5,1,2023-03-22,07:03:44
Cervus unicolor,38303,10+,1,2023-04-09,14:19:58
Cervus unicolor,38303,10+,1,2023-04-09,14:20:00
Cervus unicolor,38303,10+,1,2023-04-09,14:20:02
Cervus unicolor,38303,10+,1,2023-04-09,14:20:04
Cervus unicolor,38303,10+,1,2023-04-09,14:20:26
Cervus unicolor,38303,10+,1,2023-04-09,14:20:28
Cervus unicolor,38303,10+,1,2023-04-09,14:20:30
Cervus unicolor,38303,10+,1,2023-04-09,14:20:32
Cervus unicolor,38303,0 - 2.5,1,2023-02-12,16:52:42
Cervus unicolor,38303,0 - 2.5,1,2023-02-12,16:52:44
Cervus unicolor,38303,0 - 2.5,1,2023-02-12,16:52:48
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:12:38
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:12:40
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:12:42
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:12:44
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:12:46
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:12:48
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:12:50
Cervus unicolor,38303,7.5 - 10,2,2023-03-10,17:12:58
Cervus unicolor,38303,7.5 - 10,2,2023-03-10,17:13:02
Cervus unicolor,38303,7.5 - 10,2,2023-03-10,17:13:06
Cervus unicolor,38303,7.5 - 10,2,2023-03-10,17:13:08
Cervus unicolor,38303,7.5 - 10,2,2023-03-10,17:13:10
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:13:14
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:13:18
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:13:24
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:13:26
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:13:28
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:13:30
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:13:36
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:13:38
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:13:40
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:13:42
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:13:44
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:13:54
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:13:56
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:13:58
Cervus unicolor,38303,7.5 - 10,1,2023-03-10,17:14:00
Cervus unicolor,38303,7.5 - 10,1,2023-03-30,17:44:14
Cervus unicolor,38303,7.5 - 10,1,2023-03-30,17:44:16
Cervus unicolor,38303,7.5 - 10,1,2023-03-30,17:44:18
Cervus unicolor,38303,7.5 - 10,1,2023-03-30,17:44:20
Cervus unicolor,38303,7.5 - 10,1,2023-03-30,17:44:24
Cervus unicolor,38303,7.5 - 10,1,2023-03-30,17:44:26
Cervus unicolor,38303,7.5 - 10,1,2023-03-30,17:44:38
Cervus unicolor,38303,7.5 - 10,1,2023-03-30,17:44:46
Cervus unicolor,38303,7.5 - 10,1,2023-03-30,17:44:48
Cervus unicolor,38303,7.5 - 10,1,2023-03-30,17:44:50
Cervus unicolor,38303,2.5 - 5,1,2023-02-12,18:23:10
Cervus unicolor,38303,2.5 - 5,1,2023-02-12,18:23:12
Cervus unicolor,38303,2.5 - 5,1,2023-02-12,18:23:14
Cervus unicolor,38303,2.5 - 5,1,2023-02-12,18:23:48
Cervus unicolor,38303,2.5 - 5,1,2023-02-12,18:23:50
Cervus unicolor,38303,2.5 - 5,1,2023-02-12,18:23:52
Cervus unicolor,38303,2.5 - 5,1,2023-02-12,18:23:54
Cervus unicolor,38303,7.5 - 10,1,2023-02-12,18:24:02
Cervus unicolor,38303,7.5 - 10,1,2023-02-12,18:24:04
Cervus unicolor,38303,7.5 - 10,1,2023-02-12,18:24:06
Cervus unicolor,38303,7.5 - 10,1,2023-02-12,18:24:08
Cervus unicolor,38303,7.5 - 10,1,2023-02-12,18:24:10
Cervus unicolor,38303,7.5 - 10,1,2023-02-12,18:24:16
Cervus unicolor,38303,7.5 - 10,1,2023-02-12,18:24:18
Cervus unicolor,38303,7.5 - 10,1,2023-02-12,18:24:20
Cervus unicolor,38303,7.5 - 10,1,2023-02-12,18:24:22
Cervus unicolor,38303,7.5 - 10,1,2023-02-12,18:24:26
Cervus unicolor,38303,7.5 - 10,1,2023-02-12,18:24:38
Cervus unicolor,38303,7.5 - 10,1,2023-02-12,18:24:40
Cervus unicolor,38303,7.5 - 10,1,2023-02-12,18:24:42
Cervus unicolor,38303,7.5 - 10,1,2023-02-12,18:24:44
Cervus unicolor,38303,7.5 - 10,1,2023-02-12,18:26:08
Cervus unicolor,38303,7.5 - 10,1,2023-02-12,18:26:10
Cervus unicolor,38303,0 - 2.5,1,2023-02-12,18:26:52
Cervus unicolor,38303,0 - 2.5,1,2023-02-12,18:26:54
Cervus unicolor,38303,0 - 2.5,1,2023-02-12,18:27:04
Cervus unicolor,38303,0 - 2.5,1,2023-02-12,18:27:06
Cervus unicolor,38303,10+,1,2023-02-12,18:35:38
Cervus unicolor,38303,10+,1,2023-02-12,18:35:40
Cervus unicolor,38303,10+,1,2023-02-12,18:35:42
Cervus unicolor,38303,10+,1,2023-02-12,18:35:44
Cervus unicolor,38303,10+,1,2023-02-12,18:35:46
Cervus unicolor,38303,10+,1,2023-02-12,18:35:48
Cervus unicolor,38303,10+,1,2023-02-12,18:35:50
Cervus unicolor,38303,10+,1,2023-02-12,18:35:52
Cervus unicolor,38303,10+,1,2023-02-12,18:35:54
Cervus unicolor,38303,2.5 - 5,1,2023-03-31,19:27:30
Cervus unicolor,38303,2.5 - 5,1,2023-03-31,19:27:32
Cervus unicolor,38303,0 - 2.5,1,2023-03-31,19:28:16
Cervus unicolor,38303,0 - 2.5,1,2023-03-31,19:28:18
Cervus unicolor,38303,0 - 2.5,1,2023-03-31,19:28:20
Cervus unicolor,38303,0 - 2.5,1,2023-03-31,19:28:22
Cervus unicolor,38303,0 - 2.5,1,2023-03-31,19:28:24
Cervus unicolor,38303,0 - 2.5,2,2023-03-31,19:28:26
Cervus unicolor,38303,0 - 2.5,2,2023-03-31,19:28:28
Cervus unicolor,38303,0 - 2.5,2,2023-03-31,19:28:30
Cervus unicolor,38303,0 - 2.5,2,2023-03-31,19:28:32
Cervus unicolor,38303,0 - 2.5,1,2023-03-31,19:28:34
Cervus unicolor,38303,0 - 2.5,1,2023-03-31,19:28:36
Cervus unicolor,38303,0 - 2.5,1,2023-03-31,19:28:38
Cervus unicolor,38303,0 - 2.5,1,2023-03-31,19:28:40
Cervus unicolor,38303,10+,1,2023-04-12,21:32:02
Cervus unicolor,38303,10+,1,2023-04-12,21:32:04
Cervus unicolor,38303,10+,1,2023-04-12,21:32:06
Cervus unicolor,38303,10+,1,2023-04-12,21:32:08
Cervus unicolor,39638,5 - 7.5,1,2021-12-19,11:54:08
Cervus unicolor,39638,5 - 7.5,1,2021-12-19,11:54:10
Cervus unicolor,39638,5 - 7.5,1,2021-12-19,11:56:40
Cervus unicolor,39638,5 - 7.5,1,2021-12-19,11:56:42
Cervus unicolor,39638,5 - 7.5,1,2021-12-19,11:56:52
Cervus unicolor,39638,5 - 7.5,1,2021-12-19,11:56:54
Cervus unicolor,39638,5 - 7.5,1,2021-12-19,11:56:58
Cervus unicolor,39638,5 - 7.5,1,2021-12-19,11:57:02
Cervus unicolor,39638,5 - 7.5,1,2021-12-19,11:57:04
Cervus unicolor,39880,7.5 - 10,1,2022-12-01,14:02:54
Cervus unicolor,39880,7.5 - 10,1,2022-12-01,14:03:06
Cervus unicolor,39880,7.5 - 10,1,2022-12-01,14:03:08
Cervus unicolor,39880,7.5 - 10,1,2022-12-01,14:03:10
Cervus unicolor,39880,7.5 - 10,1,2022-12-01,14:03:12
Cervus unicolor,39880,7.5 - 10,1,2022-12-01,14:03:16
Cervus unicolor,39880,7.5 - 10,1,2022-12-01,14:03:18
Cervus unicolor,39880,7.5 - 10,1,2022-12-01,14:03:20
Cervus unicolor,39880,7.5 - 10,1,2022-12-01,14:03:22
Cervus unicolor,39880,7.5 - 10,1,2022-12-01,14:03:24
Cervus unicolor,39880,7.5 - 10,1,2022-12-01,14:03:26
Cervus unicolor,39880,7.5 - 10,1,2022-12-01,14:03:28
